build_id,pipeline_name,triggered_by,start_time,end_time,status,duration_minutes,commit_sha,branch,tests_run,tests_passed,code_coverage_percent,sprint_number
1048,phoenix-auth-service-ci,tom.garcia,2024-04-10 11:13:00,2024-04-10 11:29:00,SUCCESS,16,abc001732,feature/auth,141,90,67.04774660591161,8
1049,phoenix-customer-platform-ci,ana.lopez,2024-04-10 20:03:00,2024-04-10 20:25:00,SUCCESS,22,abc000928,main,112,35,73.13787457926831,8
1050,phoenix-mobile-api-ci,david.kumar,2024-04-10 10:46:00,2024-04-10 11:05:00,SUCCESS,19,abc001844,develop,56,143,77.22188397474058,8
1051,phoenix-customer-platform-ci,david.kumar,2024-04-11 15:51:00,2024-04-11 16:00:00,FAILURE,9,abc001332,feature/auth,129,25,61.77087464441689,8
1052,phoenix-customer-platform-ci,david.kumar,2024-04-11 13:34:00,2024-04-11 13:48:00,SUCCESS,14,abc001107,feature/auth,107,132,75.98020535876414,8
1053,phoenix-web-frontend-ci,tom.garcia,2024-04-11 11:32:00,2024-04-11 11:53:00,SUCCESS,21,abc001992,feature/auth,101,120,80.72491201726885,8
1054,phoenix-auth-service-ci,james.taylor,2024-04-11 19:14:00,2024-04-11 19:28:00,FAILURE,14,abc000016,main,103,58,69.5593171646523,8
1055,phoenix-web-frontend-ci,james.taylor,2024-04-11 11:28:00,2024-04-11 11:29:00,FAILURE,1,abc001832,main,61,54,55.29831115661938,8
1056,phoenix-web-frontend-ci,ana.lopez,2024-04-11 08:04:00,2024-04-11 08:22:00,SUCCESS,18,abc001039,feature/auth,149,105,60.88959697084763,8
1057,phoenix-web-frontend-ci,tom.garcia,2024-04-11 20:19:00,2024-04-11 20:38:00,SUCCESS,19,abc000444,feature/auth,94,107,73.72157184959414,8
1058,phoenix-mobile-api-ci,tom.garcia,2024-04-11 15:54:00,2024-04-11 16:07:00,FAILURE,13,abc000473,feature/billing,132,58,55.77088620772892,8
1059,phoenix-web-frontend-ci,david.kumar,2024-04-11 08:48:00,2024-04-11 09:06:00,SUCCESS,18,abc001116,main,78,44,72.419534847326,8
1060,phoenix-mobile-api-ci,ana.lopez,2024-04-11 09:51:00,2024-04-11 10:02:00,FAILURE,11,abc001969,main,54,64,73.55879636811795,8
1061,phoenix-customer-platform-ci,david.kumar,2024-04-11 14:20:00,2024-04-11 14:32:00,SUCCESS,12,abc001218,main,149,145,70.75562104743734,8
1062,phoenix-customer-platform-ci,ana.lopez,2024-04-11 15:59:00,2024-04-11 16:31:00,TIMEOUT,32,abc000686,feature/billing,128,88,59.033847094600404,8
1063,phoenix-mobile-api-ci,tom.garcia,2024-04-11 16:04:00,2024-04-11 16:26:00,SUCCESS,22,abc000437,feature/billing,91,56,82.8852157184057,8
1064,phoenix-web-frontend-ci,james.taylor,2024-04-11 20:11:00,2024-04-11 20:29:00,FAILURE,18,abc001079,main,139,38,68.01589761499893,8
1065,phoenix-mobile-api-ci,james.taylor,2024-04-11 09:28:00,2024-04-11 09:42:00,SUCCESS,14,abc001227,develop,59,143,64.46468884299688,8
1066,phoenix-web-frontend-ci,ana.lopez,2024-04-11 10:19:00,2024-04-11 10:50:00,TIMEOUT,31,abc000353,develop,49,127,49.87770320453812,8
1067,phoenix-mobile-api-ci,ana.lopez,2024-04-11 12:07:00,2024-04-11 12:20:00,SUCCESS,13,abc001114,feature/billing,58,80,68.13611614166469,8
1068,phoenix-billing-service-ci,david.kumar,2024-04-11 09:06:00,2024-04-11 09:28:00,SUCCESS,22,abc001374,feature/auth,112,66,68.99057392099067,8
1069,phoenix-customer-platform-ci,david.kumar,2024-04-11 12:02:00,2024-04-11 12:19:00,SUCCESS,17,abc000638,main,57,35,66.83310415615867,8
1070,phoenix-customer-platform-ci,david.kumar,2024-04-11 16:38:00,2024-04-11 16:59:00,SUCCESS,21,abc001635,develop,114,67,75.53003940062091,8
1071,phoenix-web-frontend-ci,ana.lopez,2024-04-11 18:02:00,2024-04-11 18:31:00,TIMEOUT,29,abc000580,main,88,90,74.26023115998414,8
1072,phoenix-billing-service-ci,james.taylor,2024-04-11 08:41:00,2024-04-11 08:48:00,FAILURE,7,abc000460,develop,133,108,51.43897090372302,8
1073,phoenix-mobile-api-ci,david.kumar,2024-04-12 12:42:00,2024-04-12 12:53:00,FAILURE,11,abc000290,main,54,105,46.19961254526912,8
1074,phoenix-mobile-api-ci,david.kumar,2024-04-12 09:39:00,2024-04-12 09:50:00,FAILURE,11,abc001408,feature/auth,51,68,47.0104573096143,8
1075,phoenix-billing-service-ci,ana.lopez,2024-04-12 14:39:00,2024-04-12 14:54:00,SUCCESS,15,abc000713,develop,110,67,77.58225415837498,8
1076,phoenix-billing-service-ci,ana.lopez,2024-04-12 15:00:00,2024-04-12 15:17:00,SUCCESS,17,abc001858,feature/auth,99,62,82.73140540280798,8
1077,phoenix-mobile-api-ci,tom.garcia,2024-04-12 09:14:00,2024-04-12 09:36:00,SUCCESS,22,abc000888,develop,64,58,66.41947512396078,8
1078,phoenix-customer-platform-ci,tom.garcia,2024-04-12 17:52:00,2024-04-12 18:08:00,SUCCESS,16,abc001619,develop,142,119,72.9122279871063,8
1079,phoenix-billing-service-ci,tom.garcia,2024-04-12 12:22:00,2024-04-12 12:42:00,SUCCESS,20,abc001033,main,88,74,78.97717727396912,8
1080,phoenix-customer-platform-ci,david.kumar,2024-04-12 16:19:00,2024-04-12 16:24:00,FAILURE,5,abc000960,main,89,40,45.74777146864636,8
1081,phoenix-mobile-api-ci,james.taylor,2024-04-12 10:52:00,2024-04-12 11:13:00,SUCCESS,21,abc000136,feature/billing,113,102,72.83720369509786,8
1082,phoenix-billing-service-ci,james.taylor,2024-04-12 14:51:00,2024-04-12 14:55:00,FAILURE,4,abc001605,feature/auth,67,54,51.262614097566725,8
1083,phoenix-web-frontend-ci,james.taylor,2024-04-12 14:06:00,2024-04-12 14:33:00,TIMEOUT,27,abc000176,feature/billing,102,35,54.16759389613145,8
1084,phoenix-auth-service-ci,tom.garcia,2024-04-12 16:13:00,2024-04-12 16:32:00,SUCCESS,19,abc001011,develop,65,54,70.0596422022414,8
1085,phoenix-customer-platform-ci,tom.garcia,2024-04-12 18:17:00,2024-04-12 18:43:00,TIMEOUT,26,abc001405,develop,85,26,74.70580483350341,8
1086,phoenix-customer-platform-ci,ana.lopez,2024-04-12 20:18:00,2024-04-12 20:34:00,SUCCESS,16,abc000285,feature/auth,90,43,77.61119948058061,8
1087,phoenix-billing-service-ci,ana.lopez,2024-04-12 16:40:00,2024-04-12 16:59:00,SUCCESS,19,abc000965,main,62,52,60.91275701268338,8
1088,phoenix-mobile-api-ci,tom.garcia,2024-04-12 19:01:00,2024-04-12 19:20:00,SUCCESS,19,abc000070,main,92,128,64.97004600296454,8
1089,phoenix-auth-service-ci,james.taylor,2024-04-12 10:41:00,2024-04-12 10:58:00,SUCCESS,17,abc001485,feature/billing,81,116,80.37449817455462,8
1090,phoenix-mobile-api-ci,tom.garcia,2024-04-12 12:28:00,2024-04-12 12:46:00,SUCCESS,18,abc001421,feature/billing,120,60,72.66787436650355,8
1091,phoenix-billing-service-ci,david.kumar,2024-04-12 17:15:00,2024-04-12 17:31:00,SUCCESS,16,abc001412,feature/billing,113,77,82.43998637317826,8
1092,phoenix-auth-service-ci,ana.lopez,2024-04-12 12:19:00,2024-04-12 12:33:00,SUCCESS,14,abc000379,main,93,112,62.549632274364164,8
1093,phoenix-billing-service-ci,david.kumar,2024-04-12 14:36:00,2024-04-12 14:51:00,SUCCESS,15,abc001575,main,69,144,63.717561406574475,8
1094,phoenix-mobile-api-ci,ana.lopez,2024-04-12 13:47:00,2024-04-12 14:16:00,TIMEOUT,29,abc001555,develop,139,113,73.93662704244889,8
1095,phoenix-mobile-api-ci,james.taylor,2024-04-13 12:03:00,2024-04-13 12:23:00,SUCCESS,20,abc001273,feature/billing,112,92,77.28414115720241,8
1096,phoenix-mobile-api-ci,david.kumar,2024-04-13 13:41:00,2024-04-13 14:02:00,SUCCESS,21,abc000765,main,91,74,72.9061870149841,8
1097,phoenix-customer-platform-ci,tom.garcia,2024-04-13 13:10:00,2024-04-13 13:27:00,SUCCESS,17,abc000278,feature/billing,61,70,69.32265620145766,8
1098,phoenix-customer-platform-ci,david.kumar,2024-04-14 20:06:00,2024-04-14 20:28:00,SUCCESS,22,abc000644,develop,82,36,66.59882408293363,8
1099,phoenix-web-frontend-ci,james.taylor,2024-04-14 12:44:00,2024-04-14 12:57:00,SUCCESS,13,abc001274,develop,119,87,76.40448796952754,8
1100,phoenix-auth-service-ci,ana.lopez,2024-04-14 12:28:00,2024-04-14 12:29:00,FAILURE,1,abc001645,feature/billing,119,123,50.55160624396144,8
1101,phoenix-auth-service-ci,david.kumar,2024-04-15 17:10:00,2024-04-15 17:26:00,SUCCESS,16,abc000239,feature/auth,136,119,61.86479969011644,8
1102,phoenix-auth-service-ci,ana.lopez,2024-04-15 18:36:00,2024-04-15 19:01:00,TIMEOUT,25,abc001760,main,59,105,66.6074373504261,8
1103,phoenix-billing-service-ci,tom.garcia,2024-04-15 10:18:00,2024-04-15 10:41:00,SUCCESS,23,abc001263,feature/auth,103,97,81.10122895372955,8
1104,phoenix-web-frontend-ci,ana.lopez,2024-04-15 12:12:00,2024-04-15 12:24:00,SUCCESS,12,abc001996,feature/auth,56,41,61.46073608860108,8
1105,phoenix-mobile-api-ci,tom.garcia,2024-04-15 20:09:00,2024-04-15 20:20:00,FAILURE,11,abc000825,main,146,119,72.42473770318009,8
1106,phoenix-mobile-api-ci,david.kumar,2024-04-15 08:15:00,2024-04-15 08:34:00,SUCCESS,19,abc001767,main,73,52,62.70365375905096,8
1107,phoenix-auth-service-ci,david.kumar,2024-04-15 10:30:00,2024-04-15 10:42:00,SUCCESS,12,abc001333,develop,46,52,78.70095383004968,8
1108,phoenix-customer-platform-ci,david.kumar,2024-04-15 09:24:00,2024-04-15 09:40:00,SUCCESS,16,abc000796,feature/billing,52,64,73.5851360322901,8
1109,phoenix-mobile-api-ci,james.taylor,2024-04-15 11:29:00,2024-04-15 11:45:00,SUCCESS,16,abc001422,develop,84,115,72.65568042935541,8
1110,phoenix-auth-service-ci,tom.garcia,2024-04-15 15:04:00,2024-04-15 15:17:00,SUCCESS,13,abc001379,main,136,115,64.76684464231342,8
1111,phoenix-auth-service-ci,james.taylor,2024-04-15 19:20:00,2024-04-15 19:32:00,SUCCESS,12,abc000984,feature/auth,74,130,69.32397071970615,8
1112,phoenix-mobile-api-ci,ana.lopez,2024-04-15 08:31:00,2024-04-15 08:58:00,TIMEOUT,27,abc000937,feature/auth,68,107,63.52310419330264,8
1113,phoenix-mobile-api-ci,ana.lopez,2024-04-15 16:51:00,2024-04-15 17:14:00,SUCCESS,23,abc001632,feature/billing,147,137,76.3307567272494,8
1114,phoenix-web-frontend-ci,tom.garcia,2024-04-15 20:14:00,2024-04-15 20:36:00,SUCCESS,22,abc001908,main,129,88,80.46667192031843,8
1115,phoenix-mobile-api-ci,tom.garcia,2024-04-15 09:21:00,2024-04-15 09:25:00,FAILURE,4,abc000767,feature/auth,113,80,72.29326182766698,8
1116,phoenix-customer-platform-ci,ana.lopez,2024-04-15 12:08:00,2024-04-15 12:30:00,SUCCESS,22,abc001669,feature/auth,60,123,60.970094802125416,8
1117,phoenix-billing-service-ci,james.taylor,2024-04-15 16:36:00,2024-04-15 16:58:00,SUCCESS,22,abc001759,feature/billing,96,115,67.33330886079408,8
1118,phoenix-auth-service-ci,david.kumar,2024-04-15 10:30:00,2024-04-15 10:43:00,SUCCESS,13,abc000093,develop,48,99,70.7022418779315,8
1119,phoenix-web-frontend-ci,tom.garcia,2024-04-15 19:38:00,2024-04-15 19:53:00,SUCCESS,15,abc000170,feature/billing,130,55,73.00156108308168,8
1120,phoenix-auth-service-ci,ana.lopez,2024-04-15 09:27:00,2024-04-15 09:45:00,SUCCESS,18,abc000309,develop,53,127,73.58795762472813,8
1121,phoenix-mobile-api-ci,ana.lopez,2024-04-15 09:44:00,2024-04-15 10:06:00,SUCCESS,22,abc001071,feature/billing,124,84,69.60526080656149,8
1122,phoenix-web-frontend-ci,ana.lopez,2024-04-15 18:53:00,2024-04-15 19:14:00,SUCCESS,21,abc000507,develop,121,85,75.76701157369928,8
1123,phoenix-mobile-api-ci,david.kumar,2024-04-16 11:00:00,2024-04-16 11:23:00,SUCCESS,23,abc001666,main,94,133,74.3139879075417,8
1124,phoenix-customer-platform-ci,david.kumar,2024-04-16 13:29:00,2024-04-16 13:48:00,SUCCESS,19,abc000600,feature/auth,95,53,84.89533668687324,8
1125,phoenix-billing-service-ci,james.taylor,2024-04-16 19:14:00,2024-04-16 19:22:00,FAILURE,8,abc001849,main,101,38,68.11894119009943,8
1126,phoenix-auth-service-ci,tom.garcia,2024-04-16 13:00:00,2024-04-16 13:26:00,TIMEOUT,26,abc000197,main,88,91,54.34309223950011,8
1127,phoenix-mobile-api-ci,david.kumar,2024-04-16 13:29:00,2024-04-16 13:44:00,SUCCESS,15,abc001399,main,54,138,66.02004224310537,8
1128,phoenix-mobile-api-ci,tom.garcia,2024-04-16 12:52:00,2024-04-16 13:07:00,SUCCESS,15,abc000073,feature/billing,112,100,74.7539346989127,8
1129,phoenix-billing-service-ci,ana.lopez,2024-04-16 15:35:00,2024-04-16 15:55:00,SUCCESS,20,abc000643,main,142,141,81.00257285324216,8
1130,phoenix-billing-service-ci,tom.garcia,2024-04-16 11:22:00,2024-04-16 11:31:00,FAILURE,9,abc001132,develop,145,100,74.94815454735036,8
1131,phoenix-customer-platform-ci,david.kumar,2024-04-16 18:36:00,2024-04-16 18:48:00,SUCCESS,12,abc000054,feature/billing,137,93,73.90748424575388,8
1132,phoenix-auth-service-ci,tom.garcia,2024-04-16 13:44:00,2024-04-16 13:58:00,SUCCESS,14,abc000665,feature/auth,85,35,81.21860628455804,8
1133,phoenix-auth-service-ci,david.kumar,2024-04-16 17:12:00,2024-04-16 17:32:00,SUCCESS,20,abc001985,feature/auth,121,58,74.40640342495865,8
1134,phoenix-customer-platform-ci,david.kumar,2024-04-16 19:39:00,2024-04-16 19:51:00,SUCCESS,12,abc001987,feature/billing,53,131,84.01221106247372,8
1135,phoenix-mobile-api-ci,david.kumar,2024-04-16 19:15:00,2024-04-16 19:22:00,FAILURE,7,abc001288,develop,91,119,66.38369887822077,8
1136,phoenix-mobile-api-ci,james.taylor,2024-04-16 09:24:00,2024-04-16 09:46:00,SUCCESS,22,abc000037,main,129,137,80.59455212751695,8
1137,phoenix-billing-service-ci,james.taylor,2024-04-16 10:33:00,2024-04-16 10:50:00,SUCCESS,17,abc000471,feature/billing,83,124,65.13329346546996,8
1138,phoenix-customer-platform-ci,james.taylor,2024-04-16 12:36:00,2024-04-16 12:50:00,SUCCESS,14,abc000721,feature/auth,149,144,73.97078166620281,8
1139,phoenix-mobile-api-ci,david.kumar,2024-04-16 09:50:00,2024-04-16 10:04:00,SUCCESS,14,abc001854,develop,133,90,83.00927546920761,8
1140,phoenix-web-frontend-ci,james.taylor,2024-04-16 17:21:00,2024-04-16 17:53:00,TIMEOUT,32,abc000940,feature/billing,56,58,66.559789913362,8
1141,phoenix-billing-service-ci,ana.lopez,2024-04-16 13:36:00,2024-04-16 13:44:00,FAILURE,8,abc001259,feature/auth,65,128,53.49349451868707,8
1142,phoenix-customer-platform-ci,ana.lopez,2024-04-16 18:57:00,2024-04-16 19:13:00,SUCCESS,16,abc001017,feature/auth,140,73,72.39044031707446,8
1143,phoenix-customer-platform-ci,james.taylor,2024-04-16 15:23:00,2024-04-16 15:35:00,SUCCESS,12,abc001772,main,90,51,67.76058452013376,8
1144,phoenix-customer-platform-ci,ana.lopez,2024-04-16 19:29:00,2024-04-16 19:56:00,TIMEOUT,27,abc001039,main,144,128,61.698082701656574,8
1145,phoenix-auth-service-ci,david.kumar,2024-04-17 08:07:00,2024-04-17 08:29:00,SUCCESS,22,abc000139,feature/auth,63,35,64.29435669787584,8
1146,phoenix-billing-service-ci,david.kumar,2024-04-17 11:48:00,2024-04-17 12:00:00,SUCCESS,12,abc001657,feature/billing,57,94,76.8574393382654,8
1147,phoenix-mobile-api-ci,james.taylor,2024-04-17 16:34:00,2024-04-17 16:51:00,SUCCESS,17,abc001615,feature/billing,106,131,64.87738344429513,8
1148,phoenix-auth-service-ci,james.taylor,2024-04-17 12:40:00,2024-04-17 12:54:00,SUCCESS,14,abc001265,main,135,73,60.81075924441448,8
1149,phoenix-billing-service-ci,tom.garcia,2024-04-17 20:27:00,2024-04-17 20:53:00,TIMEOUT,26,abc000394,main,122,54,73.81063527441012,8
1150,phoenix-billing-service-ci,ana.lopez,2024-04-17 18:52:00,2024-04-17 19:12:00,SUCCESS,20,abc000347,develop,113,112,81.06603803026522,8
1151,phoenix-customer-platform-ci,david.kumar,2024-04-17 20:51:00,2024-04-17 21:09:00,SUCCESS,18,abc001187,develop,128,71,84.56510368811459,8
1152,phoenix-mobile-api-ci,tom.garcia,2024-04-17 20:46:00,2024-04-17 21:04:00,SUCCESS,18,abc000365,feature/auth,63,80,62.154418538428914,8
1153,phoenix-auth-service-ci,james.taylor,2024-04-17 09:20:00,2024-04-17 09:42:00,SUCCESS,22,abc000610,feature/auth,143,105,73.81092636558566,8
1154,phoenix-web-frontend-ci,ana.lopez,2024-04-17 18:23:00,2024-04-17 18:37:00,SUCCESS,14,abc000221,develop,116,52,72.4193202115366,8
1155,phoenix-mobile-api-ci,ana.lopez,2024-04-17 14:34:00,2024-04-17 14:50:00,SUCCESS,16,abc000811,main,82,39,77.16923969169862,8
1156,phoenix-customer-platform-ci,tom.garcia,2024-04-17 17:44:00,2024-04-17 17:59:00,SUCCESS,15,abc000092,feature/billing,82,120,61.01024753839424,8
1157,phoenix-web-frontend-ci,james.taylor,2024-04-17 08:58:00,2024-04-17 09:21:00,SUCCESS,23,abc001704,main,78,69,69.52207927318807,8
1158,phoenix-billing-service-ci,james.taylor,2024-04-17 10:55:00,2024-04-17 11:20:00,TIMEOUT,25,abc001351,feature/billing,105,55,60.91026611242968,8
1159,phoenix-customer-platform-ci,james.taylor,2024-04-17 13:47:00,2024-04-17 14:05:00,SUCCESS,18,abc001833,main,59,106,63.46279394571697,8
1160,phoenix-customer-platform-ci,david.kumar,2024-04-17 09:29:00,2024-04-17 09:41:00,FAILURE,12,abc000492,develop,123,72,56.495007817608546,8
1161,phoenix-auth-service-ci,ana.lopez,2024-04-17 10:53:00,2024-04-17 11:09:00,SUCCESS,16,abc001032,develop,114,147,73.25131972251764,8
1162,phoenix-mobile-api-ci,james.taylor,2024-04-17 15:50:00,2024-04-17 16:09:00,SUCCESS,19,abc000012,feature/billing,126,55,69.61344684216071,8
1163,phoenix-billing-service-ci,james.taylor,2024-04-17 08:50:00,2024-04-17 08:56:00,FAILURE,6,abc000331,feature/billing,107,51,63.26327826315027,8
1164,phoenix-customer-platform-ci,tom.garcia,2024-04-17 08:32:00,2024-04-17 08:55:00,SUCCESS,23,abc000363,main,136,135,65.78698929032879,8
1165,phoenix-customer-platform-ci,tom.garcia,2024-04-17 08:25:00,2024-04-17 08:40:00,SUCCESS,15,abc000469,feature/auth,113,45,82.49190793936924,8
1166,phoenix-billing-service-ci,james.taylor,2024-04-17 17:35:00,2024-04-17 17:51:00,SUCCESS,16,abc000980,feature/billing,109,48,76.1286867000729,8
1167,phoenix-billing-service-ci,david.kumar,2024-04-18 08:57:00,2024-04-18 09:16:00,SUCCESS,19,abc000401,feature/billing,47,87,68.64845262096331,8
1168,phoenix-customer-platform-ci,ana.lopez,2024-04-18 09:25:00,2024-04-18 09:41:00,FAILURE,16,abc001331,main,86,94,55.8272266015142,8
1169,phoenix-billing-service-ci,david.kumar,2024-04-18 18:21:00,2024-04-18 18:39:00,SUCCESS,18,abc000292,feature/billing,52,136,72.70517766315135,8
1170,phoenix-billing-service-ci,david.kumar,2024-04-18 09:27:00,2024-04-18 09:50:00,SUCCESS,23,abc001219,main,88,101,70.31632422064789,8
1171,phoenix-auth-service-ci,tom.garcia,2024-04-18 09:55:00,2024-04-18 10:16:00,SUCCESS,21,abc000522,develop,134,58,63.50172392288734,8
1172,phoenix-mobile-api-ci,tom.garcia,2024-04-18 19:20:00,2024-04-18 19:42:00,SUCCESS,22,abc001355,feature/billing,87,38,80.33597312695231,8
1173,phoenix-auth-service-ci,james.taylor,2024-04-18 13:43:00,2024-04-18 14:05:00,SUCCESS,22,abc001629,develop,82,84,82.6575622250572,8
1174,phoenix-customer-platform-ci,ana.lopez,2024-04-18 12:49:00,2024-04-18 13:09:00,SUCCESS,20,abc000375,feature/auth,56,136,82.00765009677295,8
1175,phoenix-customer-platform-ci,ana.lopez,2024-04-18 18:19:00,2024-04-18 18:29:00,FAILURE,10,abc001455,develop,95,115,63.994443223111446,8
1176,phoenix-web-frontend-ci,james.taylor,2024-04-18 15:34:00,2024-04-18 15:51:00,FAILURE,17,abc000353,develop,72,123,47.27007262363236,8
1177,phoenix-mobile-api-ci,david.kumar,2024-04-18 12:43:00,2024-04-18 13:00:00,SUCCESS,17,abc001289,feature/billing,55,106,83.50045083993206,8
1178,phoenix-customer-platform-ci,tom.garcia,2024-04-18 14:24:00,2024-04-18 14:53:00,TIMEOUT,29,abc001437,main,63,95,57.56633836414909,8
1179,phoenix-web-frontend-ci,ana.lopez,2024-04-18 11:02:00,2024-04-18 11:21:00,SUCCESS,19,abc001976,feature/auth,131,68,68.90535610660213,8
1180,phoenix-customer-platform-ci,tom.garcia,2024-04-18 20:34:00,2024-04-18 20:47:00,SUCCESS,13,abc000972,main,72,94,61.773798351164515,8
1181,phoenix-billing-service-ci,tom.garcia,2024-04-18 08:43:00,2024-04-18 08:56:00,SUCCESS,13,abc000264,main,132,144,60.705529923360224,8
1182,phoenix-auth-service-ci,ana.lopez,2024-04-18 20:53:00,2024-04-18 21:08:00,SUCCESS,15,abc001326,main,113,134,68.51599482309743,8
1183,phoenix-customer-platform-ci,ana.lopez,2024-04-18 12:20:00,2024-04-18 12:38:00,SUCCESS,18,abc000386,develop,120,51,62.693267922244914,8
1184,phoenix-auth-service-ci,james.taylor,2024-04-18 15:09:00,2024-04-18 15:23:00,SUCCESS,14,abc000275,feature/billing,121,76,60.611318694335,8
1185,phoenix-customer-platform-ci,ana.lopez,2024-04-18 14:01:00,2024-04-18 14:19:00,SUCCESS,18,abc001511,develop,121,107,64.5810225475883,8
1186,phoenix-auth-service-ci,tom.garcia,2024-04-18 20:17:00,2024-04-18 20:39:00,SUCCESS,22,abc000077,feature/auth,104,95,84.26798284207871,8
1187,phoenix-mobile-api-ci,ana.lopez,2024-04-18 10:20:00,2024-04-18 10:34:00,SUCCESS,14,abc000928,feature/billing,143,108,81.29837850184322,8
1188,phoenix-customer-platform-ci,david.kumar,2024-04-18 12:46:00,2024-04-18 13:19:00,TIMEOUT,33,abc000107,main,100,27,54.09124329680081,8
1189,phoenix-auth-service-ci,ana.lopez,2024-04-19 20:44:00,2024-04-19 21:07:00,SUCCESS,23,abc000530,develop,49,55,79.88803720642835,8
1190,phoenix-billing-service-ci,ana.lopez,2024-04-19 19:06:00,2024-04-19 19:18:00,SUCCESS,12,abc000824,develop,43,59,82.82789933041663,8
1191,phoenix-web-frontend-ci,ana.lopez,2024-04-19 09:51:00,2024-04-19 10:04:00,SUCCESS,13,abc001486,feature/auth,50,114,74.50016235089011,8
1192,phoenix-mobile-api-ci,ana.lopez,2024-04-19 08:34:00,2024-04-19 08:48:00,SUCCESS,14,abc001586,feature/auth,110,40,74.31216257219165,8
1193,phoenix-mobile-api-ci,james.taylor,2024-04-19 20:43:00,2024-04-19 20:57:00,SUCCESS,14,abc001752,develop,47,124,77.91473559772558,8
1194,phoenix-auth-service-ci,tom.garcia,2024-04-19 11:51:00,2024-04-19 11:54:00,FAILURE,3,abc000088,main,135,61,53.306834184540755,8
1195,phoenix-web-frontend-ci,ana.lopez,2024-04-19 20:57:00,2024-04-19 21:14:00,FAILURE,17,abc001721,develop,121,45,73.714764639546,8
1196,phoenix-auth-service-ci,tom.garcia,2024-04-19 16:24:00,2024-04-19 16:41:00,FAILURE,17,abc000027,main,44,84,59.26736753406278,8
1197,phoenix-billing-service-ci,tom.garcia,2024-04-19 12:28:00,2024-04-19 12:56:00,TIMEOUT,28,abc001864,main,80,117,59.32516238207523,8
1198,phoenix-customer-platform-ci,ana.lopez,2024-04-19 17:25:00,2024-04-19 17:46:00,SUCCESS,21,abc000537,main,112,121,80.7517807420622,8
1199,phoenix-web-frontend-ci,david.kumar,2024-04-19 09:21:00,2024-04-19 09:33:00,SUCCESS,12,abc001780,main,103,42,74.20924239195794,8
1200,phoenix-auth-service-ci,james.taylor,2024-04-19 17:37:00,2024-04-19 17:51:00,SUCCESS,14,abc000406,develop,133,106,82.37791549600942,8
1201,phoenix-billing-service-ci,david.kumar,2024-04-19 15:14:00,2024-04-19 15:30:00,SUCCESS,16,abc001390,feature/auth,108,70,68.97390483543478,8
1202,phoenix-billing-service-ci,david.kumar,2024-04-19 08:26:00,2024-04-19 08:43:00,SUCCESS,17,abc001746,main,124,57,72.67979390524349,8
1203,phoenix-billing-service-ci,james.taylor,2024-04-19 10:08:00,2024-04-19 10:21:00,SUCCESS,13,abc000552,feature/billing,148,78,71.07557162714392,8
1204,phoenix-web-frontend-ci,tom.garcia,2024-04-19 08:50:00,2024-04-19 09:05:00,SUCCESS,15,abc000886,develop,42,64,82.29726568608399,8
1205,phoenix-auth-service-ci,david.kumar,2024-04-19 10:37:00,2024-04-19 10:54:00,SUCCESS,17,abc000306,feature/auth,142,125,65.31581076577292,8
1206,phoenix-web-frontend-ci,david.kumar,2024-04-19 15:04:00,2024-04-19 15:25:00,SUCCESS,21,abc000357,feature/auth,53,73,84.9235751968624,8
1207,phoenix-auth-service-ci,david.kumar,2024-04-19 15:05:00,2024-04-19 15:23:00,SUCCESS,18,abc000871,main,125,83,80.22130399864227,8
1208,phoenix-customer-platform-ci,ana.lopez,2024-04-19 08:35:00,2024-04-19 08:48:00,SUCCESS,13,abc000188,main,111,81,70.64918008485644,8
1209,phoenix-customer-platform-ci,david.kumar,2024-04-19 12:14:00,2024-04-19 12:29:00,SUCCESS,15,abc001714,develop,87,69,63.17134305418348,8
1210,phoenix-mobile-api-ci,james.taylor,2024-04-19 17:34:00,2024-04-19 17:49:00,SUCCESS,15,abc000523,develop,145,130,77.75161594329685,8
1211,phoenix-billing-service-ci,david.kumar,2024-04-20 17:56:00,2024-04-20 18:17:00,SUCCESS,21,abc000353,feature/auth,96,83,80.74216381958085,8
1212,phoenix-auth-service-ci,james.taylor,2024-04-20 15:19:00,2024-04-20 15:23:00,FAILURE,4,abc000272,main,140,74,66.01973407677059,8
1213,phoenix-customer-platform-ci,ana.lopez,2024-04-20 15:51:00,2024-04-20 16:08:00,SUCCESS,17,abc000306,main,50,62,79.35990795569226,8
1214,phoenix-mobile-api-ci,tom.garcia,2024-04-21 20:29:00,2024-04-21 20:45:00,SUCCESS,16,abc000333,develop,60,148,73.15869272161382,8
1215,phoenix-billing-service-ci,tom.garcia,2024-04-21 16:56:00,2024-04-21 17:19:00,SUCCESS,23,abc000407,main,84,92,84.40226034459656,8
1216,phoenix-web-frontend-ci,david.kumar,2024-04-21 19:52:00,2024-04-21 20:00:00,FAILURE,8,abc001177,feature/auth,58,47,60.87466624036891,8
1217,phoenix-auth-service-ci,james.taylor,2024-04-22 14:47:00,2024-04-22 15:02:00,SUCCESS,15,abc001143,develop,53,91,77.26301643412688,8
1218,phoenix-mobile-api-ci,james.taylor,2024-04-22 09:09:00,2024-04-22 09:32:00,SUCCESS,23,abc000358,main,47,83,75.59994119454184,8
1219,phoenix-customer-platform-ci,ana.lopez,2024-04-22 18:20:00,2024-04-22 18:42:00,SUCCESS,22,abc001391,main,56,122,82.37515636671853,8
