message_id,channel,channel_type,author,timestamp,message_type,content_length,mentions_count,responses_count,reactions_count,is_after_hours,is_weekend,sprint_number,contains_blocked_keyword,contains_urgent_keyword
6085,modernization-effort,project,emma.jones,2024-04-08 13:53:00,general,33,1,1,3,False,False,7,False,False
6086,general-dev,general,mark.smith,2024-04-08 12:51:00,urgent,36,5,1,0,False,False,7,False,True
6087,modernization-effort,project,rachel.wilson,2024-04-08 18:12:00,blocked,24,2,6,1,False,False,7,True,False
6088,phoenix-team,team,sarah.johnson,2024-04-08 00:00:00,urgent,36,2,6,2,True,False,7,False,True
6089,phoenix-team,team,james.taylor,2024-04-08 08:49:00,urgent,39,4,6,2,False,False,7,False,True
6090,general-dev,general,james.taylor,2024-04-08 11:34:00,blocked,24,1,6,4,False,False,7,True,False
6091,phoenix-daily,standup,mark.smith,2024-04-08 18:04:00,general,28,0,2,1,False,False,7,False,False
6092,modernization-effort,project,james.taylor,2024-04-08 17:31:00,general,21,0,2,0,False,False,7,False,False
6093,production-alerts,alerts,emma.jones,2024-04-08 19:47:00,blocked,24,3,3,2,True,False,7,True,False
6094,modernization-effort,project,alex.brown,2024-04-08 23:07:00,general,21,0,0,2,True,False,7,False,False
6095,modernization-effort,project,emma.jones,2024-04-08 17:14:00,blocked,22,1,1,2,False,False,7,True,False
6096,phoenix-team,team,tom.garcia,2024-04-08 16:04:00,urgent,38,2,5,3,False,False,7,False,True
6097,phoenix-team,team,sam.miller,2024-04-08 08:53:00,general,17,1,1,1,False,False,7,False,False
6098,modernization-effort,project,james.taylor,2024-04-08 12:16:00,general,21,0,1,1,False,False,7,False,False
6099,phoenix-team,team,sarah.johnson,2024-04-08 06:50:00,urgent,34,3,4,4,True,False,7,False,True
6100,production-alerts,alerts,david.kumar,2024-04-08 19:43:00,general,21,1,2,0,True,False,7,False,False
6101,phoenix-team,team,alex.brown,2024-04-08 23:46:00,general,21,0,0,1,True,False,7,False,False
6102,general-dev,general,tom.garcia,2024-04-08 16:57:00,general,33,0,1,3,False,False,7,False,False
6103,architecture-discussion,technical,alex.brown,2024-04-08 06:18:00,general,28,0,0,3,True,False,7,False,False
6104,architecture-discussion,technical,rachel.wilson,2024-04-08 12:18:00,blocked,24,1,5,1,False,False,7,True,False
6105,general-dev,general,emma.jones,2024-04-08 02:38:00,general,21,0,0,2,True,False,7,False,False
6106,production-alerts,alerts,mark.smith,2024-04-08 17:48:00,general,28,1,0,1,False,False,7,False,False
6107,phoenix-team,team,sam.miller,2024-04-08 01:55:00,urgent,39,2,6,1,True,False,7,False,True
6108,phoenix-team,team,lisa.chen,2024-04-08 08:10:00,urgent,34,2,2,3,False,False,7,False,True
6109,general-dev,general,rachel.wilson,2024-04-08 01:52:00,urgent,38,4,4,4,True,False,7,False,True
6110,production-alerts,alerts,james.taylor,2024-04-08 13:12:00,blocked,24,3,0,2,False,False,7,True,False
6111,production-alerts,alerts,sarah.johnson,2024-04-08 13:06:00,general,21,1,2,1,False,False,7,False,False
6112,general-dev,general,rachel.wilson,2024-04-08 07:55:00,general,21,0,0,3,True,False,7,False,False
6113,architecture-discussion,technical,mark.smith,2024-04-08 21:09:00,general,33,1,0,3,True,False,7,False,False
6114,phoenix-daily,standup,jordan.davis,2024-04-08 18:28:00,general,17,0,2,1,False,False,7,False,False
6115,general-dev,general,tom.garcia,2024-04-08 07:46:00,general,33,0,2,3,True,False,7,False,False
6116,general-dev,general,sam.miller,2024-04-08 13:27:00,blocked,26,1,5,0,False,False,7,True,False
6117,production-alerts,alerts,rachel.wilson,2024-04-08 06:29:00,urgent,45,2,5,4,True,False,7,False,True
6118,modernization-effort,project,tom.garcia,2024-04-08 11:51:00,urgent,45,3,1,1,False,False,7,False,True
6119,phoenix-daily,standup,lisa.chen,2024-04-08 13:52:00,blocked,22,1,5,2,False,False,7,True,False
6120,modernization-effort,project,james.taylor,2024-04-08 09:17:00,general,21,1,1,0,False,False,7,False,False
6121,phoenix-team,team,ana.lopez,2024-04-08 09:31:00,urgent,39,2,3,0,False,False,7,False,True
6122,production-alerts,alerts,alex.brown,2024-04-08 17:00:00,general,33,0,2,2,False,False,7,False,False
6123,modernization-effort,project,alex.brown,2024-04-08 12:06:00,urgent,39,2,3,2,False,False,7,False,True
6124,phoenix-daily,standup,emma.jones,2024-04-08 08:24:00,general,28,1,2,2,False,False,7,False,False
6125,modernization-effort,project,jordan.davis,2024-04-08 23:14:00,blocked,24,3,0,3,True,False,7,True,False
6126,modernization-effort,project,lisa.chen,2024-04-08 18:15:00,general,21,1,0,4,False,False,7,False,False
6127,architecture-discussion,technical,emma.jones,2024-04-08 14:26:00,general,28,1,1,3,False,False,7,False,False
6128,general-dev,general,rachel.wilson,2024-04-08 03:16:00,general,28,1,0,2,True,False,7,False,False
6129,architecture-discussion,technical,mark.smith,2024-04-08 21:58:00,general,33,0,0,2,True,False,7,False,False
6130,architecture-discussion,technical,david.kumar,2024-04-08 12:28:00,general,28,1,0,0,False,False,7,False,False
6131,general-dev,general,ana.lopez,2024-04-08 22:54:00,urgent,45,3,0,0,True,False,7,False,True
6132,phoenix-daily,standup,emma.jones,2024-04-08 08:52:00,general,33,0,1,3,False,False,7,False,False
6133,production-alerts,alerts,sarah.johnson,2024-04-08 14:12:00,urgent,36,3,0,0,False,False,7,False,True
6134,general-dev,general,jordan.davis,2024-04-08 17:15:00,general,28,0,0,1,False,False,7,False,False
6135,architecture-discussion,technical,sam.miller,2024-04-08 18:51:00,urgent,39,2,2,1,False,False,7,False,True
6136,architecture-discussion,technical,james.taylor,2024-04-08 16:45:00,urgent,39,3,0,2,False,False,7,False,True
6137,phoenix-team,team,james.taylor,2024-04-08 10:03:00,general,17,0,2,3,False,False,8,False,False
6138,architecture-discussion,technical,jordan.davis,2024-04-08 16:12:00,urgent,38,4,5,2,False,False,8,False,True
6139,production-alerts,alerts,james.taylor,2024-04-08 18:43:00,blocked,24,1,4,1,False,False,8,True,False
6140,phoenix-team,team,jordan.davis,2024-04-08 09:45:00,urgent,38,5,4,3,False,False,8,False,True
6141,phoenix-team,team,mark.smith,2024-04-08 13:17:00,general,17,0,0,4,False,False,8,False,False
6142,general-dev,general,sarah.johnson,2024-04-08 14:24:00,urgent,34,3,6,2,False,False,8,False,True
6143,phoenix-team,team,jordan.davis,2024-04-08 11:14:00,urgent,39,5,6,4,False,False,8,False,True
6144,general-dev,general,tom.garcia,2024-04-08 12:44:00,general,17,1,0,2,False,False,8,False,False
6145,production-alerts,alerts,emma.jones,2024-04-08 21:02:00,urgent,38,5,6,1,True,False,8,False,True
6146,production-alerts,alerts,james.taylor,2024-04-08 21:05:00,general,33,0,1,2,True,False,8,False,False
6147,modernization-effort,project,lisa.chen,2024-04-08 08:59:00,blocked,24,1,1,2,False,False,8,True,False
6148,production-alerts,alerts,lisa.chen,2024-04-08 07:33:00,general,33,0,1,2,True,False,8,False,False
6149,general-dev,general,james.taylor,2024-04-08 09:11:00,urgent,39,2,5,4,False,False,8,False,True
6150,general-dev,general,david.kumar,2024-04-08 05:04:00,general,28,0,1,0,True,False,8,False,False
6151,modernization-effort,project,emma.jones,2024-04-08 11:49:00,urgent,34,2,2,2,False,False,8,False,True
6152,general-dev,general,alex.brown,2024-04-08 20:34:00,general,33,1,0,3,True,False,8,False,False
6153,modernization-effort,project,alex.brown,2024-04-08 17:57:00,general,17,0,1,2,False,False,8,False,False
6154,architecture-discussion,technical,lisa.chen,2024-04-08 17:59:00,blocked,26,2,2,4,False,False,8,True,False
6155,architecture-discussion,technical,james.taylor,2024-04-08 04:59:00,blocked,22,1,4,1,True,False,8,True,False
6156,general-dev,general,david.kumar,2024-04-08 14:46:00,general,21,0,1,3,False,False,8,False,False
6157,general-dev,general,david.kumar,2024-04-08 18:58:00,general,33,1,0,1,False,False,8,False,False
6158,architecture-discussion,technical,rachel.wilson,2024-04-08 14:20:00,general,17,1,2,4,False,False,8,False,False
6159,architecture-discussion,technical,jordan.davis,2024-04-08 05:24:00,urgent,45,3,5,3,True,False,8,False,True
6160,production-alerts,alerts,ana.lopez,2024-04-08 15:30:00,general,21,0,1,3,False,False,8,False,False
6161,phoenix-team,team,rachel.wilson,2024-04-08 15:14:00,urgent,34,5,2,2,False,False,8,False,True
6162,general-dev,general,david.kumar,2024-04-08 12:28:00,urgent,36,5,2,4,False,False,8,False,True
6163,general-dev,general,david.kumar,2024-04-08 15:56:00,general,28,1,2,0,False,False,8,False,False
6164,production-alerts,alerts,sam.miller,2024-04-08 07:38:00,general,33,1,1,1,True,False,8,False,False
6165,modernization-effort,project,mark.smith,2024-04-08 16:45:00,urgent,34,2,0,0,False,False,8,False,True
6166,modernization-effort,project,rachel.wilson,2024-04-08 16:19:00,general,21,0,2,4,False,False,8,False,False
6167,phoenix-daily,standup,alex.brown,2024-04-08 14:56:00,urgent,38,2,4,0,False,False,8,False,True
6168,modernization-effort,project,sarah.johnson,2024-04-08 12:26:00,general,17,1,1,3,False,False,8,False,False
6169,phoenix-team,team,ana.lopez,2024-04-08 02:37:00,general,28,0,2,4,True,False,8,False,False
6170,production-alerts,alerts,tom.garcia,2024-04-08 22:08:00,general,17,1,1,2,True,False,8,False,False
6171,general-dev,general,sarah.johnson,2024-04-08 09:02:00,blocked,24,1,2,4,False,False,8,True,False
6172,general-dev,general,lisa.chen,2024-04-08 08:18:00,urgent,39,3,5,2,False,False,8,False,True
6173,general-dev,general,james.taylor,2024-04-08 12:23:00,general,33,1,0,4,False,False,8,False,False
6174,general-dev,general,sam.miller,2024-04-08 09:35:00,urgent,36,3,2,2,False,False,8,False,True
6175,architecture-discussion,technical,sam.miller,2024-04-08 02:17:00,blocked,24,3,2,4,True,False,8,True,False
6176,phoenix-team,team,lisa.chen,2024-04-08 09:34:00,blocked,27,1,6,2,False,False,8,True,False
6177,modernization-effort,project,sarah.johnson,2024-04-08 08:02:00,general,33,0,1,4,False,False,8,False,False
6178,production-alerts,alerts,sarah.johnson,2024-04-08 17:52:00,blocked,24,2,2,3,False,False,8,True,False
6179,phoenix-team,team,david.kumar,2024-04-08 09:27:00,general,21,1,2,2,False,False,8,False,False
6180,production-alerts,alerts,tom.garcia,2024-04-08 21:12:00,urgent,38,3,0,0,True,False,8,False,True
6181,phoenix-daily,standup,alex.brown,2024-04-08 08:47:00,general,21,1,2,0,False,False,8,False,False
6182,architecture-discussion,technical,jordan.davis,2024-04-08 20:53:00,urgent,36,3,6,0,True,False,8,False,True
6183,phoenix-team,team,david.kumar,2024-04-08 14:40:00,blocked,24,2,2,0,False,False,8,True,False
6184,phoenix-daily,standup,jordan.davis,2024-04-08 07:57:00,general,17,0,0,3,True,False,8,False,False
6185,modernization-effort,project,mark.smith,2024-04-08 10:39:00,general,33,0,2,4,False,False,8,False,False
6186,production-alerts,alerts,mark.smith,2024-04-08 17:34:00,urgent,34,4,3,1,False,False,8,False,True
6187,modernization-effort,project,david.kumar,2024-04-08 09:50:00,blocked,24,3,2,2,False,False,8,True,False
6188,general-dev,general,alex.brown,2024-04-08 05:39:00,general,33,0,0,0,True,False,8,False,False
6189,general-dev,general,emma.jones,2024-04-08 08:39:00,general,21,1,2,2,False,False,8,False,False
6190,production-alerts,alerts,rachel.wilson,2024-04-08 19:12:00,general,28,0,2,1,True,False,8,False,False
6191,architecture-discussion,technical,emma.jones,2024-04-08 03:11:00,urgent,39,5,6,4,True,False,8,False,True
6192,modernization-effort,project,rachel.wilson,2024-04-08 06:10:00,urgent,45,3,5,0,True,False,8,False,True
6193,general-dev,general,rachel.wilson,2024-04-08 13:38:00,urgent,39,5,1,1,False,False,8,False,True
6194,phoenix-daily,standup,emma.jones,2024-04-08 14:17:00,general,28,1,0,2,False,False,8,False,False
6195,phoenix-daily,standup,sarah.johnson,2024-04-08 18:58:00,blocked,26,3,5,3,False,False,8,True,False
6196,phoenix-team,team,sam.miller,2024-04-08 18:50:00,general,21,0,2,3,False,False,8,False,False
6197,architecture-discussion,technical,james.taylor,2024-04-08 13:25:00,general,33,1,1,2,False,False,8,False,False
6198,phoenix-daily,standup,ana.lopez,2024-04-08 11:26:00,general,21,0,2,4,False,False,8,False,False
6199,phoenix-team,team,rachel.wilson,2024-04-08 07:36:00,general,21,0,1,0,True,False,8,False,False
6200,phoenix-team,team,emma.jones,2024-04-08 18:06:00,urgent,39,3,1,4,False,False,8,False,True
6201,modernization-effort,project,sarah.johnson,2024-04-08 08:12:00,general,33,1,0,0,False,False,8,False,False
6202,phoenix-daily,standup,alex.brown,2024-04-08 17:11:00,general,21,0,2,4,False,False,8,False,False
6203,modernization-effort,project,tom.garcia,2024-04-08 16:20:00,blocked,27,1,3,3,False,False,8,True,False
6204,modernization-effort,project,jordan.davis,2024-04-08 18:12:00,blocked,27,2,1,1,False,False,8,True,False
6205,phoenix-daily,standup,james.taylor,2024-04-08 15:47:00,general,21,0,2,2,False,False,8,False,False
6206,phoenix-daily,standup,jordan.davis,2024-04-08 15:09:00,general,28,0,1,2,False,False,8,False,False
6207,production-alerts,alerts,jordan.davis,2024-04-08 16:24:00,blocked,24,2,4,2,False,False,8,True,False
6208,phoenix-team,team,lisa.chen,2024-04-08 09:18:00,blocked,24,2,0,4,False,False,8,True,False
6209,phoenix-daily,standup,alex.brown,2024-04-08 14:54:00,general,21,0,1,0,False,False,8,False,False
6210,modernization-effort,project,tom.garcia,2024-04-08 18:52:00,urgent,36,3,6,1,False,False,8,False,True
6211,phoenix-daily,standup,james.taylor,2024-04-08 05:09:00,general,33,1,2,2,True,False,8,False,False
6212,general-dev,general,lisa.chen,2024-04-08 15:04:00,general,21,0,2,0,False,False,8,False,False
6213,general-dev,general,david.kumar,2024-04-08 13:01:00,general,33,0,0,2,False,False,8,False,False
6214,architecture-discussion,technical,tom.garcia,2024-04-08 04:46:00,urgent,34,5,1,2,True,False,8,False,True
6215,general-dev,general,lisa.chen,2024-04-08 01:09:00,blocked,27,3,1,0,True,False,8,True,False
6216,modernization-effort,project,sam.miller,2024-04-08 09:17:00,general,17,0,1,2,False,False,8,False,False
6217,architecture-discussion,technical,james.taylor,2024-04-08 18:49:00,general,33,1,1,3,False,False,8,False,False
6218,production-alerts,alerts,ana.lopez,2024-04-08 14:37:00,blocked,22,1,1,3,False,False,8,True,False
6219,general-dev,general,sarah.johnson,2024-04-08 12:36:00,general,28,1,0,1,False,False,8,False,False
6220,phoenix-daily,standup,mark.smith,2024-04-08 16:42:00,urgent,45,5,3,4,False,False,8,False,True
6221,general-dev,general,rachel.wilson,2024-04-08 23:27:00,general,28,0,1,1,True,False,8,False,False
6222,architecture-discussion,technical,sarah.johnson,2024-04-08 14:19:00,general,33,0,1,3,False,False,8,False,False
6223,modernization-effort,project,sarah.johnson,2024-04-08 08:55:00,blocked,26,1,2,2,False,False,8,True,False
6224,phoenix-daily,standup,mark.smith,2024-04-08 14:07:00,general,17,1,1,3,False,False,8,False,False
6225,general-dev,general,jordan.davis,2024-04-08 14:34:00,general,33,0,0,4,False,False,8,False,False
6226,phoenix-daily,standup,emma.jones,2024-04-08 16:25:00,blocked,22,1,6,3,False,False,8,True,False
6227,modernization-effort,project,ana.lopez,2024-04-08 03:22:00,general,28,1,0,3,True,False,8,False,False
6228,production-alerts,alerts,rachel.wilson,2024-04-08 02:47:00,general,21,1,2,4,True,False,8,False,False
6229,modernization-effort,project,tom.garcia,2024-04-08 09:06:00,urgent,36,5,6,4,False,False,8,False,True
6230,phoenix-team,team,sam.miller,2024-04-08 11:55:00,general,17,1,1,2,False,False,8,False,False
6231,production-alerts,alerts,alex.brown,2024-04-08 21:09:00,general,33,1,1,2,True,False,8,False,False
6232,production-alerts,alerts,david.kumar,2024-04-08 20:58:00,urgent,36,4,0,1,True,False,8,False,True
6233,production-alerts,alerts,david.kumar,2024-04-08 03:48:00,general,33,1,0,2,True,False,8,False,False
6234,phoenix-team,team,emma.jones,2024-04-08 02:00:00,blocked,22,3,2,4,True,False,8,True,False
6235,modernization-effort,project,emma.jones,2024-04-08 16:27:00,urgent,39,4,4,4,False,False,8,False,True
6236,modernization-effort,project,mark.smith,2024-04-08 18:47:00,urgent,38,4,4,2,False,False,8,False,True
6237,phoenix-daily,standup,sam.miller,2024-04-08 08:41:00,general,17,0,1,2,False,False,8,False,False
6238,architecture-discussion,technical,lisa.chen,2024-04-08 21:26:00,blocked,27,2,4,3,True,False,8,True,False
6239,general-dev,general,ana.lopez,2024-04-08 13:39:00,general,28,1,1,3,False,False,8,False,False
6240,phoenix-daily,standup,lisa.chen,2024-04-08 15:02:00,general,17,1,0,4,False,False,8,False,False
6241,modernization-effort,project,emma.jones,2024-04-08 11:34:00,blocked,24,1,2,2,False,False,8,True,False
6242,phoenix-daily,standup,ana.lopez,2024-04-08 10:56:00,urgent,45,3,4,1,False,False,8,False,True
6243,general-dev,general,emma.jones,2024-04-08 13:35:00,blocked,27,2,0,2,False,False,8,True,False
6244,phoenix-team,team,sam.miller,2024-04-08 02:12:00,general,17,0,0,2,True,False,8,False,False
6245,production-alerts,alerts,alex.brown,2024-04-08 09:23:00,urgent,39,5,0,4,False,False,8,False,True
6246,phoenix-daily,standup,mark.smith,2024-04-08 06:03:00,urgent,38,4,3,4,True,False,8,False,True
6247,phoenix-team,team,alex.brown,2024-04-08 10:43:00,blocked,26,3,5,0,False,False,8,True,False
6248,production-alerts,alerts,david.kumar,2024-04-08 01:52:00,general,33,1,2,1,True,False,8,False,False
6249,phoenix-daily,standup,lisa.chen,2024-04-09 16:53:00,general,28,0,2,3,False,False,8,False,False
6250,general-dev,general,lisa.chen,2024-04-09 20:26:00,blocked,24,2,5,3,True,False,8,True,False
6251,phoenix-team,team,david.kumar,2024-04-09 12:47:00,general,28,0,1,3,False,False,8,False,False
6252,production-alerts,alerts,emma.jones,2024-04-09 00:07:00,urgent,39,5,6,3,True,False,8,False,True
6253,phoenix-daily,standup,mark.smith,2024-04-09 23:59:00,general,17,0,1,3,True,False,8,False,False
6254,general-dev,general,ana.lopez,2024-04-09 08:10:00,general,28,0,0,0,False,False,8,False,False
6255,modernization-effort,project,jordan.davis,2024-04-09 12:59:00,general,17,1,1,3,False,False,8,False,False
6256,phoenix-daily,standup,rachel.wilson,2024-04-09 08:02:00,urgent,45,3,3,4,False,False,8,False,True
6257,phoenix-daily,standup,rachel.wilson,2024-04-09 09:52:00,blocked,26,1,0,2,False,False,8,True,False
6258,production-alerts,alerts,ana.lopez,2024-04-09 16:30:00,urgent,38,3,4,1,False,False,8,False,True
6259,architecture-discussion,technical,jordan.davis,2024-04-09 22:06:00,general,17,0,0,1,True,False,8,False,False
6260,architecture-discussion,technical,tom.garcia,2024-04-09 20:07:00,urgent,34,5,2,4,True,False,8,False,True
6261,architecture-discussion,technical,jordan.davis,2024-04-09 16:28:00,urgent,34,2,6,1,False,False,8,False,True
6262,architecture-discussion,technical,tom.garcia,2024-04-09 16:55:00,general,21,1,2,2,False,False,8,False,False
6263,general-dev,general,tom.garcia,2024-04-09 11:31:00,general,33,1,1,3,False,False,8,False,False
6264,phoenix-team,team,rachel.wilson,2024-04-09 15:17:00,blocked,26,3,6,2,False,False,8,True,False
6265,modernization-effort,project,mark.smith,2024-04-09 18:42:00,general,21,1,2,4,False,False,8,False,False
6266,modernization-effort,project,rachel.wilson,2024-04-09 12:57:00,urgent,36,4,1,2,False,False,8,False,True
6267,phoenix-daily,standup,mark.smith,2024-04-09 18:32:00,urgent,36,5,4,1,False,False,8,False,True
6268,modernization-effort,project,alex.brown,2024-04-09 02:22:00,general,28,1,2,1,True,False,8,False,False
6269,modernization-effort,project,rachel.wilson,2024-04-09 13:14:00,blocked,26,3,5,3,False,False,8,True,False
6270,general-dev,general,ana.lopez,2024-04-09 00:20:00,urgent,36,3,3,4,True,False,8,False,True
6271,modernization-effort,project,sam.miller,2024-04-09 10:38:00,general,33,0,1,1,False,False,8,False,False
6272,phoenix-daily,standup,ana.lopez,2024-04-09 12:22:00,general,28,1,1,4,False,False,8,False,False
6273,modernization-effort,project,lisa.chen,2024-04-09 07:08:00,general,33,1,2,0,True,False,8,False,False
6274,general-dev,general,sam.miller,2024-04-09 12:25:00,urgent,45,2,4,1,False,False,8,False,True
6275,production-alerts,alerts,mark.smith,2024-04-09 18:38:00,urgent,45,3,4,0,False,False,8,False,True
6276,phoenix-daily,standup,rachel.wilson,2024-04-09 11:04:00,general,28,0,1,0,False,False,8,False,False
6277,general-dev,general,ana.lopez,2024-04-09 17:46:00,general,21,1,1,2,False,False,8,False,False
6278,phoenix-daily,standup,james.taylor,2024-04-09 08:58:00,blocked,27,3,6,0,False,False,8,True,False
6279,phoenix-team,team,sarah.johnson,2024-04-09 16:14:00,urgent,39,5,5,2,False,False,8,False,True
6280,production-alerts,alerts,sarah.johnson,2024-04-09 20:05:00,urgent,45,3,4,2,True,False,8,False,True
6281,production-alerts,alerts,mark.smith,2024-04-09 18:08:00,urgent,36,3,0,2,False,False,8,False,True
6282,phoenix-team,team,tom.garcia,2024-04-09 17:24:00,general,28,1,1,0,False,False,8,False,False
6283,modernization-effort,project,sarah.johnson,2024-04-09 19:07:00,urgent,39,2,4,2,True,False,8,False,True
6284,architecture-discussion,technical,mark.smith,2024-04-09 13:47:00,general,33,1,0,3,False,False,8,False,False
6285,phoenix-team,team,david.kumar,2024-04-09 09:10:00,urgent,36,3,5,4,False,False,8,False,True
6286,general-dev,general,ana.lopez,2024-04-09 14:15:00,blocked,24,3,2,0,False,False,8,True,False
6287,general-dev,general,tom.garcia,2024-04-09 14:31:00,blocked,27,1,5,1,False,False,8,True,False
6288,architecture-discussion,technical,sarah.johnson,2024-04-09 10:14:00,general,33,1,1,1,False,False,8,False,False
6289,modernization-effort,project,mark.smith,2024-04-09 18:31:00,urgent,38,3,2,3,False,False,8,False,True
6290,production-alerts,alerts,david.kumar,2024-04-09 11:11:00,general,17,1,0,4,False,False,8,False,False
6291,phoenix-team,team,david.kumar,2024-04-09 05:23:00,general,17,0,1,4,True,False,8,False,False
6292,phoenix-team,team,alex.brown,2024-04-09 11:15:00,general,28,0,1,2,False,False,8,False,False
6293,phoenix-team,team,jordan.davis,2024-04-09 15:46:00,urgent,36,5,1,4,False,False,8,False,True
6294,phoenix-daily,standup,mark.smith,2024-04-09 13:08:00,general,17,0,1,3,False,False,8,False,False
6295,phoenix-daily,standup,mark.smith,2024-04-09 16:08:00,general,17,0,0,4,False,False,8,False,False
6296,general-dev,general,tom.garcia,2024-04-09 16:28:00,general,21,0,1,0,False,False,8,False,False
6297,modernization-effort,project,james.taylor,2024-04-09 13:24:00,blocked,26,2,0,0,False,False,8,True,False
6298,phoenix-team,team,sarah.johnson,2024-04-09 15:55:00,blocked,24,3,4,1,False,False,8,True,False
6299,phoenix-team,team,ana.lopez,2024-04-09 12:51:00,general,21,0,2,3,False,False,8,False,False
6300,production-alerts,alerts,rachel.wilson,2024-04-09 12:33:00,general,17,1,2,2,False,False,8,False,False
6301,phoenix-team,team,sam.miller,2024-04-09 18:47:00,blocked,24,1,1,1,False,False,8,True,False
6302,phoenix-team,team,emma.jones,2024-04-09 21:20:00,general,33,1,1,0,True,False,8,False,False
6303,general-dev,general,tom.garcia,2024-04-09 04:32:00,general,33,1,1,0,True,False,8,False,False
6304,production-alerts,alerts,emma.jones,2024-04-09 23:58:00,general,17,0,1,3,True,False,8,False,False
6305,phoenix-team,team,jordan.davis,2024-04-09 06:51:00,blocked,24,3,4,4,True,False,8,True,False
6306,phoenix-daily,standup,sarah.johnson,2024-04-09 03:46:00,general,21,0,0,1,True,False,8,False,False
6307,architecture-discussion,technical,tom.garcia,2024-04-09 11:45:00,urgent,38,4,3,4,False,False,8,False,True
6308,modernization-effort,project,james.taylor,2024-04-09 17:20:00,blocked,22,3,0,0,False,False,8,True,False
6309,architecture-discussion,technical,rachel.wilson,2024-04-09 05:41:00,general,28,0,0,4,True,False,8,False,False
6310,production-alerts,alerts,mark.smith,2024-04-09 09:24:00,urgent,34,2,4,2,False,False,8,False,True
6311,phoenix-team,team,tom.garcia,2024-04-09 03:30:00,urgent,45,2,2,4,True,False,8,False,True
6312,phoenix-daily,standup,james.taylor,2024-04-09 12:27:00,general,28,0,0,1,False,False,8,False,False
6313,phoenix-daily,standup,tom.garcia,2024-04-09 06:24:00,general,21,1,0,2,True,False,8,False,False
6314,phoenix-daily,standup,ana.lopez,2024-04-09 18:46:00,blocked,26,2,5,2,False,False,8,True,False
6315,modernization-effort,project,tom.garcia,2024-04-09 15:56:00,general,28,1,1,0,False,False,8,False,False
6316,modernization-effort,project,alex.brown,2024-04-09 08:19:00,general,33,0,0,2,False,False,8,False,False
6317,architecture-discussion,technical,sarah.johnson,2024-04-09 17:07:00,urgent,34,3,5,0,False,False,8,False,True
6318,modernization-effort,project,alex.brown,2024-04-09 05:22:00,blocked,22,3,3,3,True,False,8,True,False
6319,phoenix-daily,standup,ana.lopez,2024-04-09 10:57:00,general,17,0,2,4,False,False,8,False,False
6320,modernization-effort,project,david.kumar,2024-04-09 09:44:00,general,17,0,1,1,False,False,8,False,False
6321,production-alerts,alerts,alex.brown,2024-04-09 23:48:00,urgent,38,4,0,0,True,False,8,False,True
6322,production-alerts,alerts,lisa.chen,2024-04-09 13:48:00,general,33,1,2,0,False,False,8,False,False
6323,modernization-effort,project,sarah.johnson,2024-04-09 18:29:00,general,17,1,0,0,False,False,8,False,False
6324,phoenix-team,team,sam.miller,2024-04-09 13:41:00,urgent,39,2,2,1,False,False,8,False,True
6325,production-alerts,alerts,rachel.wilson,2024-04-09 00:54:00,general,33,0,0,3,True,False,8,False,False
6326,phoenix-daily,standup,jordan.davis,2024-04-09 00:29:00,general,33,1,0,1,True,False,8,False,False
6327,phoenix-daily,standup,ana.lopez,2024-04-09 06:28:00,general,28,0,2,3,True,False,8,False,False
6328,architecture-discussion,technical,rachel.wilson,2024-04-09 14:13:00,urgent,39,4,1,4,False,False,8,False,True
6329,general-dev,general,alex.brown,2024-04-09 14:27:00,urgent,39,5,3,4,False,False,8,False,True
6330,production-alerts,alerts,jordan.davis,2024-04-09 09:53:00,urgent,45,4,2,0,False,False,8,False,True
6331,modernization-effort,project,sam.miller,2024-04-09 11:28:00,urgent,39,5,5,2,False,False,8,False,True
6332,phoenix-daily,standup,emma.jones,2024-04-09 11:18:00,general,21,1,2,4,False,False,8,False,False
6333,production-alerts,alerts,mark.smith,2024-04-09 09:09:00,general,33,0,2,1,False,False,8,False,False
6334,phoenix-team,team,tom.garcia,2024-04-09 23:07:00,general,28,0,1,1,True,False,8,False,False
6335,general-dev,general,alex.brown,2024-04-09 11:59:00,general,33,1,2,4,False,False,8,False,False
6336,phoenix-team,team,david.kumar,2024-04-09 14:13:00,urgent,38,3,0,4,False,False,8,False,True
6337,phoenix-daily,standup,lisa.chen,2024-04-09 22:10:00,general,17,0,1,1,True,False,8,False,False
6338,modernization-effort,project,james.taylor,2024-04-09 15:49:00,general,28,1,0,0,False,False,8,False,False
6339,general-dev,general,james.taylor,2024-04-09 10:42:00,urgent,45,4,2,4,False,False,8,False,True
6340,phoenix-daily,standup,emma.jones,2024-04-09 12:59:00,blocked,27,3,0,3,False,False,8,True,False
6341,architecture-discussion,technical,sarah.johnson,2024-04-09 18:31:00,blocked,24,2,6,1,False,False,8,True,False
6342,modernization-effort,project,jordan.davis,2024-04-09 16:18:00,general,33,1,2,4,False,False,8,False,False
6343,general-dev,general,tom.garcia,2024-04-09 17:52:00,urgent,38,3,0,4,False,False,8,False,True
6344,phoenix-daily,standup,rachel.wilson,2024-04-09 14:01:00,urgent,34,3,5,3,False,False,8,False,True
6345,modernization-effort,project,tom.garcia,2024-04-09 16:00:00,general,28,1,0,0,False,False,8,False,False
6346,phoenix-daily,standup,sarah.johnson,2024-04-09 09:50:00,urgent,39,3,4,1,False,False,8,False,True
