issue_key,issue_type,summary,epic_key,feature_key,sprint_number,created_date,updated_date,resolution_date,status,resolution,priority,original_estimate_points,final_estimate_points,time_spent_hours,assignee,reporter,has_acceptance_criteria,acceptance_criteria_added_after_start,requirements_changed_after_start,is_interrupt,has_external_dependency,days_blocked,number_of_reopens,labels,severity
PHOE-10821,Bug,Production Issue: Authentication failure,MOD-104,,8,2024-04-11 00:00:00,2024-04-13 00:00:00,2024-04-21 00:00:00,Done,Fixed,High,,,16,emma.jones,alex.brown,False,False,False,False,False,0,2,"['qa-found', 'internal']",High
PHOE-10822,Bug,Production Issue: Authentication failure,BAU-401,,8,2024-04-14 00:00:00,2024-04-15 00:00:00,2024-04-20 00:00:00,Done,Fixed,High,,,12,ana.lopez,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",Critical
PHOE-10823,Bug,Production Issue: Payment processing error,BIZ-202,,8,2024-04-17 00:00:00,2024-04-17 00:00:00,2024-04-26 00:00:00,Done,Fixed,Highest,,,12,mark.smith,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",Low
PHOE-10824,Bug,Production Issue: Data sync issue,MOD-103,,8,2024-04-10 00:00:00,2024-04-11 00:00:00,2024-04-20 00:00:00,Done,Fixed,Highest,,,8,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-10825,Task,DevOps: Update deployment pipeline,,,8,2024-04-21 00:00:00,2024-04-21 00:00:00,2024-04-23 00:00:00,Done,Done,Low,,,7,rachel.wilson,rachel.wilson,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10826,Task,Research: Research new framework,BIZ-203,,8,2024-04-18 00:00:00,2024-04-20 00:00:00,2024-04-26 00:00:00,Done,,Medium,,,8,alex.brown,mark.smith,True,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10827,Task,Research: Research new framework,,,8,2024-04-14 00:00:00,2024-04-15 00:00:00,2024-04-15 00:00:00,Done,,Medium,,,1,james.taylor,mark.smith,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10828,Task,Research: Update deployment pipeline,,,8,2024-04-14 00:00:00,2024-04-15 00:00:00,2024-04-18 00:00:00,Done,Done,Low,,,8,sarah.johnson,mark.smith,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10829,Task,Configuration: Research new framework,MOD-104,,8,2024-04-13 00:00:00,2024-04-15 00:00:00,2024-04-17 00:00:00,Done,Done,Medium,,,4,sarah.johnson,rachel.wilson,False,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10830,Task,Documentation: Research new framework,BIZ-201,,8,2024-04-16 00:00:00,2024-04-16 00:00:00,2024-04-23 00:00:00,Done,Done,Low,,,8,rachel.wilson,rachel.wilson,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10831,Task,Configuration: Update deployment pipeline,TECH-302,,8,2024-04-16 00:00:00,2024-04-17 00:00:00,2024-04-19 00:00:00,Done,Done,Medium,,,7,jordan.davis,rachel.wilson,True,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10832,Task,Research: Research new framework,MOD-106,,8,2024-04-18 00:00:00,2024-04-18 00:00:00,2024-04-25 00:00:00,Done,Done,Low,,,3,james.taylor,mark.smith,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10833,Task,DevOps: Update deployment pipeline,,,8,2024-04-18 00:00:00,2024-04-18 00:00:00,2024-04-19 00:00:00,Done,,Medium,,,6,emma.jones,mark.smith,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10834,Task,Research: Research new framework,,,8,2024-04-11 00:00:00,2024-04-12 00:00:00,2024-04-17 00:00:00,In Progress,,Low,,,8,tom.garcia,rachel.wilson,True,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10835,Task,Research: Update deployment pipeline,TECH-303,,8,2024-04-10 00:00:00,2024-04-12 00:00:00,2024-04-17 00:00:00,Done,Done,Low,,,8,sarah.johnson,mark.smith,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10836,Task,DevOps: Update deployment pipeline,,,8,2024-04-18 00:00:00,2024-04-18 00:00:00,2024-04-19 00:00:00,Done,,Low,,,7,james.taylor,sarah.johnson,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10837,Task,Configuration: Configure monitoring,TECH-300,,8,2024-04-15 00:00:00,2024-04-15 00:00:00,2024-04-23 00:00:00,In Progress,Done,Low,,,2,tom.garcia,sarah.johnson,True,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10838,Task,Documentation: Update deployment pipeline,,,8,2024-04-10 00:00:00,2024-04-12 00:00:00,2024-04-14 00:00:00,In Progress,Done,Low,,,2,tom.garcia,rachel.wilson,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10839,Task,Documentation: Research new framework,,,8,2024-04-10 00:00:00,2024-04-10 00:00:00,2024-04-15 00:00:00,In Progress,,Medium,,,8,tom.garcia,sarah.johnson,True,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10840,Task,Configuration: Research new framework,,,8,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-04-13 00:00:00,Done,Done,Low,,,8,sam.miller,sarah.johnson,False,False,False,False,True,0,0,"['configuration', 'technical']",
PHOE-10841,Task,DevOps: Configure monitoring,BIZ-204,,8,2024-04-19 00:00:00,2024-04-19 00:00:00,2024-04-27 00:00:00,Done,Done,Low,,,5,sarah.johnson,mark.smith,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10842,Task,Documentation: Configure monitoring,BIZ-203,,8,2024-04-14 00:00:00,2024-04-16 00:00:00,2024-04-19 00:00:00,In Progress,Done,Low,,,5,emma.jones,mark.smith,False,False,False,False,True,0,0,"['documentation', 'technical']",
PHOE-10843,Task,Configuration: Configure monitoring,,,8,2024-04-21 00:00:00,2024-04-21 00:00:00,2024-04-24 00:00:00,Done,Done,Medium,,,6,emma.jones,sarah.johnson,False,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10844,Task,DevOps: Update deployment pipeline,MOD-100,,8,2024-04-21 00:00:00,2024-04-23 00:00:00,2024-04-27 00:00:00,In Progress,Done,Low,,,8,sam.miller,mark.smith,False,False,False,False,True,0,0,"['devops', 'technical']",
PHOE-10845,Task,DevOps: Configure monitoring,MOD-102,,8,2024-04-08 00:00:00,2024-04-08 00:00:00,2024-04-10 00:00:00,In Progress,,Medium,,,7,sam.miller,sarah.johnson,True,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10846,Task,Documentation: Configure monitoring,TECH-301,,8,2024-04-13 00:00:00,2024-04-13 00:00:00,2024-04-21 00:00:00,In Progress,Done,Low,,,5,sarah.johnson,rachel.wilson,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10847,Task,Documentation: Configure monitoring,MOD-105,,8,2024-04-10 00:00:00,2024-04-10 00:00:00,2024-04-15 00:00:00,Done,,Low,,,4,sarah.johnson,sarah.johnson,False,False,False,False,True,0,0,"['documentation', 'technical']",
PHOE-10848,Task,Research: Research new framework,,,8,2024-04-21 00:00:00,2024-04-21 00:00:00,2024-04-24 00:00:00,Done,Done,Low,,,5,jordan.davis,mark.smith,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10849,Task,Documentation: Research new framework,,,8,2024-04-12 00:00:00,2024-04-14 00:00:00,2024-04-13 00:00:00,In Progress,,Low,,,5,rachel.wilson,sarah.johnson,True,False,False,False,True,0,0,"['documentation', 'technical']",
PHOE-10850,Task,Configuration: Update deployment pipeline,BIZ-205,,8,2024-04-19 00:00:00,2024-04-19 00:00:00,2024-04-27 00:00:00,Done,,Low,,,2,tom.garcia,rachel.wilson,False,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10851,Task,DevOps: Research new framework,,,8,2024-04-17 00:00:00,2024-04-18 00:00:00,2024-04-25 00:00:00,Done,Done,Low,,,6,james.taylor,mark.smith,False,False,False,False,False,0,0,"['devops', 'technical']",
PHOE-10852,Task,Research: Configure monitoring,BAU-403,,8,2024-04-11 00:00:00,2024-04-12 00:00:00,2024-04-18 00:00:00,Done,,Low,,,7,james.taylor,mark.smith,False,False,False,False,True,0,0,"['research', 'technical']",
PHOE-10853,Task,Documentation: Update deployment pipeline,,,8,2024-04-14 00:00:00,2024-04-15 00:00:00,2024-04-21 00:00:00,In Progress,Done,Low,,,1,ana.lopez,rachel.wilson,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10854,Task,Research: Update deployment pipeline,TECH-301,,8,2024-04-11 00:00:00,2024-04-11 00:00:00,2024-04-16 00:00:00,Done,Done,Low,,,7,lisa.chen,mark.smith,False,False,False,False,False,0,0,"['research', 'technical']",
PHOE-10855,Task,Configuration: Update deployment pipeline,TECH-301,,8,2024-04-11 00:00:00,2024-04-12 00:00:00,2024-04-18 00:00:00,Done,Done,Low,,,1,tom.garcia,sarah.johnson,True,False,False,False,False,0,0,"['configuration', 'technical']",
PHOE-10856,Task,Documentation: Research new framework,TECH-302,,8,2024-04-17 00:00:00,2024-04-18 00:00:00,2024-04-21 00:00:00,Done,Done,Low,,,3,tom.garcia,rachel.wilson,False,False,False,False,False,0,0,"['documentation', 'technical']",
PHOE-10857,Story,Implement Legacy Data Migration - Feature 1 functionality,,,9,2024-04-30 00:00:00,2024-05-01 00:00:00,2024-05-08 00:00:00,Done,Fixed,High,2.0,7.0,24,mark.smith,sarah.johnson,False,False,False,False,False,0,0,['modernization'],
PHOE-10858,Story,Implement Security Patches & Updates - Feature 7 functionality,BAU-402,BAU-402-F07,9,2024-05-04 00:00:00,2024-05-08 00:00:00,,In Progress,,High,2.0,5.0,7,mark.smith,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10859,Story,Implement Customer Data Platform - Feature 1 functionality,,,9,2024-04-28 00:00:00,2024-05-03 00:00:00,2024-05-05 00:00:00,Done,Fixed,High,5.0,8.0,27,ana.lopez,sarah.johnson,False,False,True,True,True,0,0,['modernization'],
PHOE-10860,Story,Implement Security Compliance Updates - Feature 2 functionality,,,9,2024-04-27 00:00:00,2024-05-02 00:00:00,,Blocked,,High,3.0,8.0,19,mark.smith,sarah.johnson,False,False,True,True,True,3,0,"['bau', 'maintenance']",
PHOE-10861,Story,Implement Customer Issue Resolutions - Feature 7 functionality,,,9,2024-04-26 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00,Done,Fixed,Low,1.0,1.0,9,mark.smith,sarah.johnson,False,True,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10862,Story,Implement Performance Monitoring - Feature 8 functionality,,,9,2024-04-30 00:00:00,2024-05-02 00:00:00,,In Progress,,Highest,3.0,5.0,3,mark.smith,sarah.johnson,True,True,True,True,True,0,3,"['bau', 'maintenance']",
PHOE-10863,Story,Implement OAuth 2.0 Integration - Feature 3 functionality,MOD-101,MOD-101-F03,9,2024-05-02 00:00:00,2024-05-06 00:00:00,,Blocked,,Highest,13.0,14.0,4,mark.smith,sarah.johnson,False,False,False,True,True,1,0,['modernization'],
PHOE-10864,Story,Implement Usage Analytics Enhancement - Feature 1 functionality,,,9,2024-04-23 00:00:00,2024-04-26 00:00:00,,Blocked,,High,5.0,6.0,17,mark.smith,sarah.johnson,False,False,False,True,True,1,0,"['bau', 'maintenance']",
PHOE-10865,Story,Implement Regional Localization - Feature 3 functionality,,,9,2024-04-25 00:00:00,2024-04-29 00:00:00,,In QA,,Medium,1.0,3.0,10,tom.garcia,sarah.johnson,False,True,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10866,Story,Implement Kubernetes Migration - Feature 3 functionality,,,9,2024-04-29 00:00:00,2024-05-01 00:00:00,,Ready for QA,,Highest,1.0,1.0,18,mark.smith,sarah.johnson,True,False,True,True,False,0,0,"['bau', 'maintenance']",
PHOE-10867,Story,Implement Legacy Data Migration - Feature 6 functionality,,,9,2024-04-30 00:00:00,2024-05-02 00:00:00,2024-05-04 00:00:00,Done,Fixed,High,3.0,8.0,24,ana.lopez,sarah.johnson,True,False,True,False,True,0,0,['modernization'],
PHOE-10868,Story,Implement Third-party Integration Updates - Feature 5 functionality,,,9,2024-05-01 00:00:00,2024-05-02 00:00:00,2024-05-03 00:00:00,Done,Fixed,High,2.0,2.0,40,mark.smith,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10869,Story,Implement CI/CD Pipeline Optimization - Feature 1 functionality,,,9,2024-04-27 00:00:00,2024-04-28 00:00:00,2024-04-28 00:00:00,Done,Fixed,Medium,3.0,3.0,17,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10870,Story,Implement Database Optimization - Feature 3 functionality,,,9,2024-05-01 00:00:00,2024-05-01 00:00:00,,In Progress,,Highest,13.0,13.0,0,mark.smith,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10871,Story,Implement CI/CD Pipeline Optimization - Feature 1 functionality,,,9,2024-04-29 00:00:00,2024-05-02 00:00:00,,To Do,,Highest,1.0,3.0,9,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10872,Story,Implement Mobile App Feature Parity - Feature 8 functionality,,,9,2024-04-23 00:00:00,2024-04-24 00:00:00,2024-04-25 00:00:00,Done,Fixed,Low,1.0,6.0,39,mark.smith,sarah.johnson,False,True,True,False,True,0,1,"['bau', 'maintenance']",
PHOE-10873,Story,Implement Customer Dashboard v2 - Feature 3 functionality,,,9,2024-04-23 00:00:00,2024-04-23 00:00:00,2024-04-24 00:00:00,Done,Fixed,Highest,5.0,10.0,21,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10874,Story,Implement Customer Support Portal - Feature 2 functionality,,,9,2024-05-05 00:00:00,2024-05-10 00:00:00,,In Progress,,Highest,1.0,6.0,9,mark.smith,sarah.johnson,True,True,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10875,Story,Implement Q2 Marketing Campaign Support - Feature 1 functionality,,,9,2024-04-27 00:00:00,2024-04-29 00:00:00,,To Do,,Medium,2.0,5.0,4,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10876,Story,Implement Performance Monitoring - Feature 3 functionality,TECH-303,TECH-303-F03,9,2024-04-28 00:00:00,2024-05-02 00:00:00,,In Progress,,High,3.0,8.0,19,ana.lopez,sarah.johnson,True,True,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10877,Story,Implement Legacy Data Migration - Feature 3 functionality,,,9,2024-05-05 00:00:00,2024-05-10 00:00:00,,To Do,,High,5.0,6.0,10,tom.garcia,sarah.johnson,False,False,True,True,False,0,0,['modernization'],
PHOE-10878,Story,Implement Database Optimization - Feature 4 functionality,,,9,2024-04-30 00:00:00,2024-05-05 00:00:00,2024-05-11 00:00:00,Done,Fixed,High,5.0,6.0,4,mark.smith,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10879,Story,Implement Billing Service Microservice - Feature 5 functionality,MOD-103,MOD-103-F05,9,2024-05-03 00:00:00,2024-05-03 00:00:00,,In QA,,High,2.0,3.0,5,mark.smith,sarah.johnson,False,False,False,True,True,0,0,['modernization'],
PHOE-10880,Story,Implement Real-time Data Sync - Feature 2 functionality,,,9,2024-04-28 00:00:00,2024-05-01 00:00:00,,Code Review,,Highest,13.0,13.0,15,mark.smith,sarah.johnson,False,False,True,True,True,0,0,['modernization'],
PHOE-10881,Story,Implement Security Patches & Updates - Feature 7 functionality,,,9,2024-05-05 00:00:00,2024-05-08 00:00:00,,In Progress,,Highest,5.0,8.0,15,mark.smith,sarah.johnson,False,True,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10882,Story,Implement Customer Data Platform - Feature 1 functionality,MOD-105,MOD-105-F01,9,2024-04-29 00:00:00,2024-05-03 00:00:00,2024-05-11 00:00:00,Done,Fixed,Low,5.0,5.0,10,tom.garcia,sarah.johnson,False,True,True,False,False,0,0,['modernization'],
PHOE-10883,Story,Implement Customer Issue Resolutions - Feature 7 functionality,BAU-403,BAU-403-F07,9,2024-04-29 00:00:00,2024-05-02 00:00:00,2024-05-01 00:00:00,Done,Fixed,High,13.0,14.0,32,mark.smith,sarah.johnson,True,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10884,Story,Implement Customer Data Platform - Feature 5 functionality,,,9,2024-05-02 00:00:00,2024-05-02 00:00:00,,Blocked,,Medium,5.0,5.0,5,james.taylor,sarah.johnson,True,True,False,True,True,7,0,['modernization'],
PHOE-10885,Story,Implement Third-party Integration Updates - Feature 4 functionality,,,9,2024-05-04 00:00:00,2024-05-06 00:00:00,,In Progress,,Low,2.0,2.0,0,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10886,Story,Implement Legacy Platform Maintenance - Feature 6 functionality,,,9,2024-04-29 00:00:00,2024-05-02 00:00:00,2024-05-10 00:00:00,Done,Fixed,High,1.0,1.0,12,mark.smith,sarah.johnson,True,True,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10887,Story,Implement Third-party Integration Updates - Feature 5 functionality,,,9,2024-05-02 00:00:00,2024-05-03 00:00:00,,In QA,,Medium,1.0,3.0,4,mark.smith,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10888,Story,Implement User Authentication Microservice - Feature 4 functionality,MOD-100,MOD-100-F04,9,2024-04-23 00:00:00,2024-04-24 00:00:00,2024-04-27 00:00:00,Done,Fixed,Low,3.0,5.0,34,tom.garcia,sarah.johnson,False,False,True,False,True,0,0,['modernization'],
PHOE-10889,Story,Implement Billing Service Microservice - Feature 5 functionality,,,9,2024-04-24 00:00:00,2024-04-25 00:00:00,,Code Review,,Medium,1.0,2.0,13,ana.lopez,sarah.johnson,False,True,True,True,False,0,0,['modernization'],
PHOE-10890,Story,Implement OAuth 2.0 Integration - Feature 4 functionality,,,9,2024-04-25 00:00:00,2024-04-30 00:00:00,,Ready for QA,,High,13.0,15.0,7,james.taylor,sarah.johnson,False,False,True,True,False,0,0,['modernization'],
PHOE-10891,Story,Implement OAuth 2.0 Integration - Feature 4 functionality,MOD-101,MOD-101-F04,9,2024-04-28 00:00:00,2024-04-30 00:00:00,,To Do,,Medium,2.0,3.0,17,mark.smith,sarah.johnson,True,False,False,False,False,0,0,['modernization'],
PHOE-10892,Story,Implement Customer Issue Resolutions - Feature 2 functionality,,,9,2024-04-28 00:00:00,2024-04-30 00:00:00,,Code Review,,Medium,8.0,10.0,8,david.kumar,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10893,Story,Implement Security Compliance Updates - Feature 1 functionality,TECH-302,TECH-302-F01,9,2024-04-25 00:00:00,2024-04-30 00:00:00,2024-05-05 00:00:00,Done,Fixed,High,3.0,8.0,12,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10894,Story,Implement Security Compliance Updates - Feature 1 functionality,,,9,2024-04-25 00:00:00,2024-04-30 00:00:00,,To Do,,Low,3.0,5.0,11,mark.smith,sarah.johnson,False,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10895,Story,Implement Security Compliance Updates - Feature 6 functionality,TECH-302,TECH-302-F06,9,2024-04-24 00:00:00,2024-04-27 00:00:00,2024-04-28 00:00:00,Done,Fixed,Low,5.0,10.0,39,ana.lopez,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10896,Story,Implement Single Sign-On Implementation - Feature 6 functionality,,,9,2024-04-28 00:00:00,2024-04-28 00:00:00,2024-04-30 00:00:00,Done,Fixed,Highest,5.0,6.0,8,mark.smith,sarah.johnson,False,True,False,True,True,0,0,['modernization'],
PHOE-10897,Story,Implement Legacy Platform Maintenance - Feature 7 functionality,,,9,2024-04-25 00:00:00,2024-04-29 00:00:00,2024-04-29 00:00:00,Done,Fixed,Medium,1.0,4.0,39,mark.smith,sarah.johnson,True,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10898,Story,Implement Customer Dashboard v2 - Feature 4 functionality,,,9,2024-04-24 00:00:00,2024-04-26 00:00:00,2024-05-04 00:00:00,Done,Fixed,Low,13.0,13.0,11,mark.smith,sarah.johnson,False,True,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10899,Story,Implement Q2 Marketing Campaign Support - Feature 2 functionality,BIZ-200,BIZ-200-F02,9,2024-04-24 00:00:00,2024-04-27 00:00:00,,In QA,,Low,3.0,8.0,4,mark.smith,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10900,Story,Implement Customer Support Portal - Feature 2 functionality,,,9,2024-04-25 00:00:00,2024-04-27 00:00:00,,To Do,,High,8.0,9.0,2,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10901,Story,Implement Customer Dashboard v2 - Feature 1 functionality,,,9,2024-04-25 00:00:00,2024-04-29 00:00:00,,In Progress,,High,3.0,8.0,20,mark.smith,sarah.johnson,False,False,True,True,False,0,0,"['bau', 'maintenance']",
PHOE-10902,Story,Implement Security Compliance Updates - Feature 7 functionality,,,9,2024-04-27 00:00:00,2024-04-29 00:00:00,2024-05-01 00:00:00,Done,Fixed,Low,5.0,5.0,14,mark.smith,sarah.johnson,False,True,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10903,Story,Implement Mobile App Feature Parity - Feature 6 functionality,,,9,2024-05-05 00:00:00,2024-05-07 00:00:00,,Ready for QA,,Highest,2.0,2.0,16,mark.smith,sarah.johnson,True,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10904,Story,Implement Customer Support Portal - Feature 4 functionality,BIZ-205,BIZ-205-F04,9,2024-05-05 00:00:00,2024-05-10 00:00:00,,Blocked,,High,8.0,8.0,9,mark.smith,sarah.johnson,False,False,False,True,False,3,1,"['bau', 'maintenance']",
PHOE-10905,Story,Implement Payment Gateway Integration - Feature 1 functionality,MOD-104,MOD-104-F01,9,2024-04-23 00:00:00,2024-04-27 00:00:00,,Blocked,,High,8.0,8.0,7,mark.smith,sarah.johnson,False,False,True,False,True,4,0,['modernization'],
PHOE-10906,Story,Implement OAuth 2.0 Integration - Feature 2 functionality,MOD-101,MOD-101-F02,9,2024-04-30 00:00:00,2024-05-03 00:00:00,2024-05-10 00:00:00,Done,Fixed,High,1.0,3.0,33,ana.lopez,sarah.johnson,False,True,True,True,True,0,0,['modernization'],
PHOE-10907,Story,Implement Single Sign-On Implementation - Feature 3 functionality,MOD-102,MOD-102-F03,9,2024-04-23 00:00:00,2024-04-28 00:00:00,,Blocked,,Medium,8.0,13.0,19,mark.smith,sarah.johnson,False,False,False,True,True,4,0,['modernization'],
PHOE-10908,Story,Implement Legacy Platform Maintenance - Feature 3 functionality,,,9,2024-04-24 00:00:00,2024-04-27 00:00:00,,In Progress,,Low,2.0,2.0,12,mark.smith,sarah.johnson,False,True,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10909,Story,Implement Customer Dashboard v2 - Feature 3 functionality,,,9,2024-04-28 00:00:00,2024-04-29 00:00:00,,In Progress,,Low,13.0,15.0,8,mark.smith,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10910,Story,Implement Security Patches & Updates - Feature 4 functionality,BAU-402,BAU-402-F04,9,2024-04-24 00:00:00,2024-04-24 00:00:00,2024-05-02 00:00:00,Done,Fixed,Medium,1.0,1.0,26,james.taylor,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10911,Story,Implement Security Patches & Updates - Feature 8 functionality,BAU-402,BAU-402-F08,9,2024-04-23 00:00:00,2024-04-25 00:00:00,2024-05-05 00:00:00,Done,Fixed,Highest,2.0,2.0,5,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10912,Story,Implement Security Compliance Updates - Feature 4 functionality,TECH-302,TECH-302-F04,9,2024-05-04 00:00:00,2024-05-08 00:00:00,,Code Review,,Highest,3.0,3.0,17,james.taylor,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10913,Story,Implement Performance Monitoring - Feature 7 functionality,,,9,2024-04-27 00:00:00,2024-04-30 00:00:00,,Ready for QA,,High,3.0,3.0,1,mark.smith,sarah.johnson,False,True,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10914,Story,Implement Mobile App Feature Parity - Feature 5 functionality,,,9,2024-04-28 00:00:00,2024-04-28 00:00:00,,In QA,,Medium,13.0,13.0,15,mark.smith,sarah.johnson,False,False,True,True,False,0,0,"['bau', 'maintenance']",
PHOE-10915,Story,Implement Customer Issue Resolutions - Feature 4 functionality,,,9,2024-04-23 00:00:00,2024-04-27 00:00:00,,To Do,,Medium,13.0,16.0,20,mark.smith,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10916,Story,Implement Customer Support Portal - Feature 4 functionality,,,9,2024-05-04 00:00:00,2024-05-09 00:00:00,2024-05-13 00:00:00,Done,Fixed,Low,1.0,4.0,7,mark.smith,sarah.johnson,False,False,True,True,False,0,1,"['bau', 'maintenance']",
PHOE-10917,Story,Implement Customer Dashboard v2 - Feature 5 functionality,,,9,2024-05-05 00:00:00,2024-05-05 00:00:00,,Blocked,,High,2.0,5.0,5,mark.smith,sarah.johnson,False,False,False,True,True,5,0,"['bau', 'maintenance']",
PHOE-10918,Story,Implement Billing Service Microservice - Feature 1 functionality,,,9,2024-04-28 00:00:00,2024-05-01 00:00:00,2024-05-02 00:00:00,Done,Fixed,Low,1.0,4.0,17,mark.smith,sarah.johnson,False,True,False,True,True,0,0,['modernization'],
PHOE-10919,Story,Implement Q2 Marketing Campaign Support - Feature 2 functionality,BIZ-200,BIZ-200-F02,9,2024-04-27 00:00:00,2024-05-01 00:00:00,2024-05-09 00:00:00,Done,Fixed,Low,1.0,1.0,35,mark.smith,sarah.johnson,True,False,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10920,Story,Implement Legacy Data Migration - Feature 6 functionality,MOD-107,MOD-107-F06,9,2024-04-22 00:00:00,2024-04-22 00:00:00,,In QA,,Highest,3.0,6.0,18,ana.lopez,sarah.johnson,True,True,True,True,True,0,0,['modernization'],
PHOE-10921,Story,Implement Q2 Marketing Campaign Support - Feature 3 functionality,,,9,2024-04-28 00:00:00,2024-04-30 00:00:00,,In QA,,High,3.0,4.0,20,mark.smith,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10922,Story,Implement Kubernetes Migration - Feature 1 functionality,TECH-300,TECH-300-F01,9,2024-04-22 00:00:00,2024-04-25 00:00:00,,Blocked,,Low,5.0,8.0,7,mark.smith,sarah.johnson,False,False,False,True,True,3,0,"['bau', 'maintenance']",
PHOE-10923,Story,Implement Legacy Data Migration - Feature 6 functionality,MOD-107,MOD-107-F06,9,2024-05-03 00:00:00,2024-05-05 00:00:00,,Ready for QA,,Medium,1.0,1.0,18,mark.smith,sarah.johnson,True,True,True,False,True,0,0,['modernization'],
PHOE-10924,Story,Implement CI/CD Pipeline Optimization - Feature 1 functionality,,,9,2024-05-03 00:00:00,2024-05-06 00:00:00,2024-05-04 00:00:00,Done,Fixed,High,2.0,5.0,35,ana.lopez,sarah.johnson,True,False,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10925,Story,Implement Security Patches & Updates - Feature 1 functionality,,,9,2024-04-24 00:00:00,2024-04-24 00:00:00,2024-04-27 00:00:00,Done,Fixed,Low,3.0,5.0,25,james.taylor,sarah.johnson,False,True,False,False,True,0,0,"['bau', 'maintenance']",
